mesh_code,daytime_population
533945643,1229
533945644,2452
533945651,651
533945652,1499
533945653,1315
533945654,1638
533945661,1692
533945662,3240
533945663,2799
533945664,3913
533945671,2424
533945672,3553
533945673,1569
533945674,742
533945681,6291
533945682,4803
533945683,1493
533945684,3873
533945691,2656
533945692,2190
533945693,985
533945694,1172
533945701,623
533945702,611
533945703,342
533945704,349
533945711,1120
533945712,518
533945713,1020
533945714,1055
533945721,1715
533945722,1576
533945723,1129
533945724,1274
533945731,2758
533945732,748
533945733,789
533945734,1005
533945741,580
533945742,1152
533945743,3743
533945744,1870
533945751,1458
533945752,1610
533945753,789
533945754,1667
533945761,1663
533945762,26802
533945763,8796
533945764,24072
533945771,27284
533945772,6354
533945773,31762
533945774,23363
533945781,10510
533945782,1856
533945783,13557
533945784,4272
533945791,1303
533945792,2363
533945793,7104
533945794,7368
533945801,2116
533945802,1146
533945803,573
533945804,1313
533945811,2356
533945812,1467
533945813,804
533945814,840
533945821,10019
533945822,2174
533945823,3064
533945824,2051
533945831,2584
533945832,2938
533945833,1146
533945834,2222
533945841,1100
533945842,1154
533945843,1772
533945844,946
533945851,1132
533945852,2077
533945853,1744
533945854,534
533945861,2204
533945862,11280
533945863,1830
533945864,3040
533945871,9026
533945872,1301
533945873,1300
533945874,1471
533945881,2852
533945882,3074
533945883,1110
533945884,1672
533945891,3301
533945892,5008
533945893,852
533945894,2476
533945901,1030
533945902,857
533945903,1036
533945904,546
533945911,197
533945912,1080
533945913,443
533945914,769
533945921,348
533945922,335
533945923,264
533945924,179
533945931,739
533945932,629
533945933,1576
533945934,794
533945941,1751
533945942,1531
533945943,2089
533945944,1212
533945951,453
533945952,1103
533945953,3344
533945954,2166
533945961,2471
533945962,1546
533945963,4370
533945964,2983
533945971,1096
533945972,2742
533945973,4349
533945974,4229
533945981,3186
533945982,798
533945983,1090
533945984,1041
533945991,1720
533945992,944
533945993,2671
533945994,1057
533946001,47677
533946002,57295
533946003,29279
533946004,36940
533946011,43632
533946012,28505
533946013,48600
533946014,31725
533946021,17851
533946022,3497
533946023,16551
533946024,8056
533946031,1006
533946032,2447
533946033,4261
533946034,8163
533946041,14441
533946042,5207
533946043,4545
533946044,3016
533946051,10449
533946052,10359
533946053,8128
533946054,3127
533946061,5003
533946062,1904
533946063,1822
533946064,2338
533946071,1077
533946073,1017
533946081,560
533946082,3532
533946083,584
533946084,1698
533946091,2918
533946092,1038
533946093,1837
533946094,910
533946101,24665
533946102,35292
533946104,5357
533946111,67755
533946112,48787
533946113,53048
533946114,77469
533946121,35928
533946122,30866
533946123,38713
533946124,20374
533946131,7440
533946132,3158
533946133,8870
533946134,2417
533946141,1913
533946142,1038
533946143,2221
533946144,2128
533946151,6328
533946152,1934
533946153,2637
533946154,2000
533946161,2421
533946162,1372
533946163,2898
533946164,1227
533946171,1557
533946172,36
533946173,1026
533946174,309
533946181,302
533946182,802
533946183,5
533946184,1344
533946191,1067
533946192,907
533946193,2404
533946194,1705
533946201,775
533946202,16633
533946203,843
533946204,17207
533946211,94144
533946212,42410
533946213,63642
533946214,39078
533946221,31417
533946222,21178
533946223,39924
533946224,24235
533946231,8731
533946232,3413
533946233,3250
533946234,2686
533946241,2199
533946242,1867
533946243,3457
533946244,3707
533946251,2161
533946252,2381
533946253,2759
533946254,4444
533946261,1381
533946262,801
533946263,3656
533946264,3008
533946271,660
533946272,900
533946273,1779
533946274,1122
533946282,1029
533946283,204
533946284,234
533946291,3128
533946292,1044
533946293,1701
533946294,2197
533946301,16270
533946302,39940
533946303,32583
533946304,21147
533946311,40016
533946312,30042
533946313,41611
533946314,42252
533946321,28842
533946322,17263
533946323,28401
533946324,11915
533946331,8273
533946332,7933
533946333,6721
533946334,3860
533946341,3789
533946342,5139
533946343,2979
533946344,15021
533946351,10680
533946352,3573
533946353,10004
533946354,6407
533946361,2937
533946362,1406
533946363,8862
533946364,1969
533946371,1039
533946372,939
533946373,1520
533946374,857
533946381,47
533946382,336
533946383,625
533946384,49
533946391,1098
533946392,1791
533946393,1187
533946394,2060
533946401,23168
533946402,17764
533946403,10852
533946404,13895
533946411,25103
533946412,56960
533946413,13268
533946414,24327
533946421,24068
533946422,9463
533946423,18243
533946424,7012
533946431,5844
533946432,4435
533946433,8289
533946434,5518
533946441,2800
533946442,3631
533946443,2677
533946444,2280
533946451,9679
533946452,2679
533946453,3485
533946454,1300
533946461,2187
533946462,884
533946463,4447
533946464,1168
533946471,932
533946472,1366
533946473,2898
533946474,1544
533946481,424
533946482,158
533946483,232
533946484,301
533946491,2117
533946492,1749
533946493,4330
533946494,1706
533946501,12177
533946502,11405
533946503,3522
533946504,2268
533946511,7657
533946512,7430
533946513,2219
533946514,857
533946521,24962
533946522,9726
533946523,10530
533946524,5778
533946531,6823
533946532,8503
533946533,5257
533946534,3575
533946541,6154
533946542,6863
533946543,1447
533946544,2234
533946551,7010
533946552,1112
533946553,1361
533946554,1142
533946561,2021
533946562,1294
533946563,2150
533946564,1414
533946571,1086
533946572,296
533946573,783
533946574,67
533946581,23
533946582,809
533946583,160
533946584,5344
533946591,1635
533946592,2019
533946593,751
533946594,1486
533946601,2859
533946602,2115
533946603,4636
533946604,4814
533946611,2209
533946612,1641
533946613,1393
533946614,1029
533946621,1796
533946622,5842
533946623,2686
533946624,2883
533946631,2752
533946632,3108
533946633,2545
533946634,2674
533946641,1909
533946642,651
533946643,2369
533946644,1493
533946651,3570
533946652,2216
533946653,1557
533946654,1455
533946661,1389
533946662,1151
533946663,1394
533946664,830
533946671,186
533946672,333
533946673,41
533946674,907
533946681,1150
533946682,2794
533946683,1342
533946684,1506
533946691,754
533946692,970
533946693,687
533946694,626
533946701,919
533946702,1064
533946703,3185
533946704,1854
533946711,2117
533946712,5047
533946713,5381
533946714,6741
533946721,3984
533946722,2639
533946723,2044
533946724,1811
533946731,3523
533946732,1829
533946733,2688
533946734,2731
533946741,1585
533946742,2382
533946743,2417
533946744,639
533946751,1182
533946752,1949
533946753,946
533946754,1372
533946761,1160
533946762,9
533946763,188
533946764,320
533946771,735
533946772,614
533946773,1346
533946774,2122
533946781,766
533946782,1000
533946783,411
533946784,975
533946791,1023
533946792,682
533946793,2082
533946794,514
533946801,1912
533946802,1078
533946803,1196
533946804,6720
533946811,2206
533946812,2793
533946813,3044
533946814,1862
533946821,2273
533946822,3838
533946823,1332
533946824,2572
533946831,1480
533946832,1932
533946833,854
533946834,1179
533946841,1525
533946842,441
533946843,1376
533946844,938
533946851,923
533946852,495
533946853,949
533946854,80
533946861,231
533946862,998
533946863,876
533946864,932
533946871,2024
533946872,1721
533946873,3372
533946874,3106
533946881,824
533946882,1313
533946883,1035
533946884,542
533946891,1025
533946892,385
533946893,506
533946894,1024
533946901,806
533946902,1194
533946903,2954
533946904,1958
533946911,1974
533946912,1211
533946913,2889
533946914,985
533946921,2525
533946922,2018
533946923,1020
533946924,2141
533946931,1185
533946932,2241
533946933,673
533946934,3155
533946941,1435
533946942,3878
533946943,11160
533946944,3823
533946951,1880
533946952,151
533946953,305
533946954,441
533946961,548
533946962,2482
533946963,1638
533946964,1086
533946971,2329
533946972,3071
533946973,1990
533946974,1745
533946981,2542
533946982,431
533946983,1884
533946984,1196
533946991,389
533946992,841
533946993,478
533946994,622
533947001,676
533947002,802
533947003,895
533947004,535
533947011,1056
533947012,1230
533947013,501
533947014,1695
533947021,774
533947022,310
533947023,3160
533947024,594
533947031,48
533947032,365
533947033,205
533947034,2
533947041,976
533947042,741
533947043,1313
533947051,290
533947053,87
533947101,870
533947102,528
533947103,1241
533947104,426
533947111,659
533947112,1028
533947113,329
533947114,504
533947121,523
533947122,549
533947123,450
533947124,802
533947131,854
533947132,552
533947133,3271
533947134,565
533947141,528
533947142,1552
533947143,318
533947144,1001
533947151,320
533947153,72
533947201,1080
533947202,2663
533947203,1155
533947204,650
533947211,627
533947212,326
533947213,505
533947214,1068
533947221,522
533947222,282
533947223,963
533947224,197
533947231,2094
533947232,533
533947233,302
533947234,1014
533947241,404
533947242,112
533947243,1296
533947244,241
533947251,74
533947253,255
533947301,659
533947302,503
533947303,1379
533947304,873
533947311,557
533947312,4808
533947313,1120
533947314,957
533947321,1624
533947322,1330
533947323,1371
533947324,1034
533947331,149
533947332,379
533947333,634
533947334,444
533947341,1464
533947342,13
533947343,171
533947344,31
533947351,153
533947353,536
533947401,1405
533947402,741
533947403,1225
533947404,683
533947411,1295
533947412,573
533947413,1003
533947414,937
533947421,1271
533947422,921
533947423,3038
533947424,862
533947431,749
533947432,9
533947433,107
533947434,78
533947441,36
533947442,360
533947443,1599
533947444,1293
533947451,1316
533947453,945
533947501,925
533947502,465
533947503,713
533947504,458
533947511,808
533947512,769
533947513,1210
533947514,88
533947521,816
533947522,280
533947523,230
533947524,90
533947531,122
533947532,222
533947533,592
533947534,2079
533947541,1329
533947542,1392
533947543,2496
533947544,2619
533947551,822
533947553,1353
533947601,1220
533947602,913
533947603,545
533947604,680
533947611,844
533947612,366
533947613,701
533947614,176
533947621,3
533947622,342
533947623,1175
533947624,760
533947631,280
533947632,1599
533947633,539
533947634,967
533947641,4027
533947642,797
533947643,7727
533947644,279
533947651,412
533947653,660
533947701,401
533947702,1589
533947703,1310
533947704,3567
533947711,2023
533947712,20
533947713,811
533947714,28
533947721,1097
533947722,3205
533947723,1046
533947724,6849
533947731,453
533947732,950
533947733,660
533947734,429
533947741,606
533947742,407
533947743,500
533947744,176
533947751,335
533947753,209
533947801,2933
533947802,3546
533947803,1157
533947804,865
533947811,1433
533947812,313
533947813,779
533947814,191
533947821,646
533947822,612
533947823,239
533947824,848
533947831,313
533947832,1393
533947833,439
533947834,160
533947841,370
533947842,378
533947843,261
533947844,192
533947851,236
533947853,167
533947901,821
533947902,1937
533947903,650
533947904,539
533947911,405
533947912,88
533947913,32
533947914,17
533947921,999
533947922,112
533947923,496
533947924,180
533947931,357
533947932,343
533947933,162
533947934,141
533947941,702
533947942,395
533947943,340
533947944,112
533947951,268
533947953,759
533954032,3553
533954034,456
533954041,437
533954042,274
533954043,797
533954044,96
533954051,323
533954052,384
533954053,448
533954054,386
533954061,316
533954062,3363
533954063,424
533954064,468
533954071,1486
533954072,2283
533954073,780
533954074,866
533954081,551
533954082,972
533954083,728
533954084,818
533954091,910
533954092,1142
533954093,942
533954094,2530
533954132,509
533954134,155
533954141,331
533954142,260
533954143,500
533954144,373
533954151,464
533954152,585
533954153,457
533954154,395
533954161,558
533954162,757
533954163,725
533954164,333
533954171,587
533954172,263
533954173,785
533954174,873
533954181,867
533954182,693
533954183,560
533954184,857
533954191,773
533954192,1174
533954193,963
533954194,1139
533954232,188
533954234,411
533954241,222
533954242,391
533954243,718
533954244,692
533954251,507
533954252,394
533954253,395
533954254,346
533954261,441
533954262,992
533954263,265
533954264,1113
533954271,795
533954272,340
533954273,619
533954274,792
533954281,343
533954282,329
533954283,552
533954284,657
533954291,463
533954292,919
533954293,464
533954294,520
533954332,180
533954341,493
533954342,710
533954343,358
533954344,359
533954351,205
533954352,698
533954353,198
533954354,305
533954361,123
533954362,953
533954363,251
533954371,710
533954372,5206
533954374,91
533954381,373
533954382,199
533954383,787
533954384,4367
533954391,94
533954392,2555
533954393,777
533954394,617
533954432,28
533954434,299
533954441,562
533954442,1173
533954443,520
533954444,96
533954451,1425
533954452,630
533954453,884
533954454,870
533954461,1276
533954462,30
533954463,701
533954464,1399
533954471,984
533954472,304
533954473,807
533954474,885
533954481,1264
533954482,2426
533954483,251
533954484,3773
533954491,1187
533954492,505
533954493,997
533954494,316
533954532,501
533954534,228
533954541,556
533954542,71
533954543,899
533954544,648
533954551,1586
533954552,860
533954553,1731
533954554,1035
533954561,997
533954562,722
533954563,1191
533954564,376
533954571,123
533954572,729
533954573,1316
533954574,3016
533954581,393
533954582,159
533954583,1872
533954584,166
533954591,119
533954592,367
533954593,144
533954594,258
533954632,221
533954634,797
533954641,1274
533954642,970
533954643,611
533954644,363
533954651,768
533954652,1069
533954653,306
533954654,2022
533954661,1218
533954662,368
533954663,2714
533954664,545
533954671,594
533954672,429
533954673,353
533954674,565
533954681,437
533954682,105
533954683,225
533954684,255
533954691,1817
533954692,746
533954693,226
533954694,60
533954732,397
533954734,443
533954741,231
533954742,135
533954743,546
533954744,165
533954751,651
533954752,510
533954753,580
533954754,1314
533954761,862
533954762,4088
533954763,605
533954764,4902
533954771,1802
533954772,585
533954773,1617
533954774,815
533954781,231
533954782,658
533954783,268
533954784,114
533954791,102
533954793,29
533954794,8
533954832,708
533954834,560
533954841,712
533954842,680
533954843,1642
533954844,392
533954851,1370
533954852,2653
533954853,575
533954854,4127
533954861,792
533954862,1270
533954863,2550
533954864,408
533954871,605
533954872,177
533954873,235
533954874,290
533954881,558
533954882,281
533954883,165
533954884,573
533954891,334
533954893,184
533954932,237
533954934,641
533954941,527
533954942,329
533954943,245
533954944,1014
533954951,186
533954952,1113
533954953,259
533954954,280
533954961,1170
533954962,403
533954963,797
533954964,298
533954971,260
533954972,2
533954973,422
533954974,646
533954981,253
533954982,690
533954983,526
533954984,240
533954991,202
533955001,1205
533955002,1040
533955003,947
533955004,640
533955011,1250
533955012,426
533955013,636
533955014,949
533955021,443
533955022,296
533955023,1630
533955024,966
533955031,1055
533955032,1431
533955033,1378
533955034,262
533955041,904
533955042,1023
533955043,479
533955044,1046
533955051,1578
533955052,1631
533955053,1766
533955054,2035
533955061,3994
533955062,6704
533955063,827
533955064,1499
533955071,1129
533955072,1872
533955073,777
533955074,3037
533955081,515
533955082,3867
533955083,3481
533955084,3205
533955091,1683
533955092,2701
533955093,5440
533955094,734
533955101,4792
533955102,1140
533955103,394
533955104,810
533955111,674
533955112,792
533955113,498
533955114,743
533955121,1384
533955122,581
533955123,625
533955124,2698
533955131,696
533955132,1320
533955133,1357
533955134,1647
533955141,2006
533955142,1067
533955143,3226
533955144,2307
533955151,2154
533955152,855
533955153,1669
533955154,1886
533955161,2425
533955162,1452
533955163,1757
533955164,962
533955171,5444
533955172,2204
533955173,662
533955174,1006
533955181,628
533955182,1336
533955183,4455
533955184,2209
533955191,2533
533955192,992
533955193,1741
533955194,1530
533955201,27
533955202,326
533955203,552
533955204,1131
533955211,725
533955212,1780
533955213,1148
533955214,1013
533955221,1157
533955222,4251
533955223,660
533955224,1026
533955231,1556
533955232,1072
533955233,978
533955234,712
533955241,570
533955242,963
533955243,672
533955244,786
533955251,1936
533955252,835
533955253,1315
533955254,3307
533955261,2289
533955262,1246
533955263,2946
533955264,640
533955271,431
533955272,875
533955273,666
533955274,2212
533955281,1423
533955282,1683
533955283,1412
533955284,2904
533955291,1133
533955292,513
533955293,1699
533955294,226
533955301,3141
533955302,4917
533955303,741
533955304,648
533955311,529
533955312,710
533955313,348
533955314,499
533955321,515
533955322,763
533955323,1006
533955324,598
533955331,1100
533955332,629
533955333,1450
533955334,1738
533955341,1115
533955342,1895
533955343,1251
533955344,2366
533955351,3174
533955352,11973
533955353,2761
533955354,2042
533955361,1797
533955362,646
533955363,857
533955364,611
533955371,1549
533955372,10772
533955373,681
533955374,6859
533955381,1269
533955382,1722
533955383,1336
533955384,341
533955391,203
533955392,232
533955394,347
533955401,962
533955402,523
533955403,625
533955404,408
533955411,353
533955412,614
533955413,991
533955414,411
533955421,585
533955422,1764
533955423,1285
533955424,2056
533955431,1667
533955432,2517
533955433,1333
533955434,1509
533955441,1730
533955442,1345
533955443,1726
533955444,1212
533955451,1999
533955452,3746
533955453,1076
533955454,1840
533955461,611
533955462,2024
533955463,1478
533955464,253
533955471,731
533955472,503
533955473,70
533955481,400
533955482,12
533955484,292
533955491,399
533955492,1412
533955493,2019
533955494,1291
533955501,373
533955502,776
533955503,517
533955504,504
533955511,1270
533955512,1381
533955513,536
533955514,200
533955521,1011
533955522,1424
533955523,26
533955524,444
533955531,983
533955532,1213
533955533,974
533955534,318
533955541,1692
533955542,3259
533955544,5
533955551,2246
533955552,811
533955553,100
533955561,93
533955562,4
533955563,59
533955564,777
533955571,97
533955572,246
533955573,1070
533955574,1564
533955581,596
533955582,709
533955583,1047
533955584,1022
533955591,1068
533955592,1159
533955593,667
533955594,1067
533955601,245
533955602,243
533955612,658
533955613,107
533955614,1559
533955621,349
533955622,306
533955623,1362
533955624,1744
533955631,216
533955632,894
533955633,2154
533955634,1364
533955641,141
533955642,276
533955643,1837
533955644,1743
533955651,2453
533955652,951
533955653,797
533955654,1581
533955661,717
533955662,959
533955663,1391
533955664,1230
533955671,4027
533955672,6691
533955673,3644
533955674,3823
533955681,2066
533955682,821
533955683,1487
533955684,692
533955691,915
533955692,964
533955693,874
533955694,810
533955711,612
533955712,1297
533955713,505
533955714,976
533955721,945
533955722,1250
533955723,888
533955724,544
533955731,706
533955732,781
533955733,1136
533955734,1339
533955741,2380
533955742,1219
533955743,1480
533955744,967
533955751,805
533955752,439
533955753,572
533955754,872
533955761,2502
533955762,767
533955763,4488
533955764,2126
533955771,736
533955772,2305
533955773,1210
533955774,844
533955781,1483
533955782,1022
533955783,840
533955784,646
533955791,800
533955792,931
533955793,1960
533955794,653
533955802,38
533955804,245
533955811,907
533955812,1306
533955813,824
533955814,2077
533955821,855
533955822,784
533955823,2151
533955824,1013
533955831,1526
533955832,1066
533955833,458
533955834,3116
533955841,2426
533955842,959
533955843,1944
533955844,728
533955851,235
533955852,587
533955853,843
533955854,677
533955861,1224
533955862,2158
533955863,713
533955864,688
533955871,661
533955872,895
533955873,908
533955874,1091
533955881,593
533955882,834
533955883,394
533955884,513
533955891,500
533955892,838
533955893,624
533955894,849
533955902,531
533955903,276
533955904,797
533955911,1160
533955912,1791
533955913,559
533955914,2538
533955921,3306
533955922,1956
533955923,3860
533955924,521
533955931,300
533955932,814
533955933,256
533955934,1309
533955941,1370
533955942,1252
533955943,898
533955944,573
533955951,5974
533955952,740
533955953,1515
533955954,957
533955961,852
533955962,742
533955963,1129
533955964,1797
533955971,816
533955972,1116
533955973,840
533955974,786
533955981,269
533955982,428
533955983,499
533955984,1464
533955991,1340
533955992,710
533955993,981
533955994,428
533956001,1678
533956002,1131
533956003,675
533956004,749
533956011,979
533956012,1534
533956013,692
533956014,214
533956021,413
533956022,1326
533956023,43
533956024,52
533956031,1013
533956032,2270
533956033,744
533956034,573
533956041,6416
533956042,999
533956043,524
533956044,54
533956051,4
533956052,456
533956053,638
533956054,509
533956061,1055
533956062,707
533956063,1047
533956064,654
533956071,1354
533956072,1766
533956073,814
533956074,1092
533956081,2026
533956082,1507
533956083,875
533956084,400
533956091,1556
533956092,1355
533956093,540
533956094,717
533956101,680
533956102,828
533956103,1340
533956104,118
533956111,78
533956112,368
533956113,508
533956114,1228
533956121,450
533956122,932
533956123,612
533956124,1272
533956131,268
533956132,62
533956133,757
533956134,1131
533956141,143
533956142,473
533956143,1144
533956144,1485
533956151,1158
533956152,2067
533956153,598
533956154,2167
533956161,2075
533956162,609
533956163,2415
533956164,853
533956171,762
533956172,1449
533956173,1209
533956174,7238
533956181,564
533956182,1378
533956183,2751
533956184,327
533956191,1658
533956192,843
533956193,1943
533956194,1035
533956201,83
533956202,50
533956203,501
533956204,650
533956211,742
533956212,1074
533956213,834
533956214,1991
533956221,619
533956222,808
533956223,842
533956224,2432
533956231,789
533956232,1437
533956233,1686
533956234,2071
533956241,2018
533956242,1444
533956243,1586
533956244,953
533956251,829
533956252,805
533956253,623
533956254,1604
533956261,1349
533956262,775
533956263,1102
533956264,1471
533956271,837
533956272,2561
533956273,950
533956274,2125
533956281,528
533956282,500
533956283,118
533956284,77
533956291,1220
533956292,4408
533956293,1967
533956294,1331
533956301,1689
533956302,1434
533956303,1271
533956304,1611
533956311,839
533956312,1234
533956313,874
533956314,2001
533956321,1499
533956322,2253
533956323,1192
533956324,660
533956331,4348
533956332,1212
533956333,529
533956334,945
533956341,5666
533956342,1339
533956343,812
533956344,1297
533956351,674
533956352,1124
533956353,1148
533956354,666
533956361,1623
533956362,1432
533956363,1108
533956364,1083
533956371,1078
533956372,626
533956373,972
533956374,316
533956381,172
533956382,642
533956383,702
533956384,1095
533956391,323
533956392,534
533956393,1021
533956394,34
533956401,1475
533956402,997
533956403,1187
533956404,1216
533956411,1284
533956412,957
533956413,1088
533956414,867
533956421,1677
533956422,943
533956423,699
533956424,822
533956431,574
533956432,646
533956433,428
533956434,1055
533956441,950
533956442,718
533956443,1723
533956444,1524
533956451,803
533956452,1119
533956453,924
533956454,1308
533956461,2167
533956462,614
533956463,595
533956464,901
533956471,1053
533956472,387
533956473,1083
533956474,342
533956481,845
533956482,1090
533956483,503
533956484,505
533956491,558
533956492,58
533956493,399
533956494,21
533956501,813
533956502,1247
533956503,1315
533956504,1886
533956511,654
533956512,283
533956513,1831
533956514,4
533956521,691
533956522,415
533956523,567
533956524,319
533956531,3210
533956532,3507
533956533,819
533956534,928
533956541,2670
533956542,1360
533956543,1091
533956544,1257
533956551,917
533956552,810
533956553,861
533956554,958
533956561,682
533956562,872
533956563,1729
533956564,358
533956571,1441
533956572,408
533956573,696
533956574,502
533956581,208
533956582,54
533956583,251
533956584,321
533956591,38
533956593,728
533956594,477
533956601,951
533956602,2069
533956603,1120
533956604,1164
533956611,1359
533956612,519
533956613,785
533956614,803
533956621,1140
533956622,1086
533956623,502
533956624,510
533956631,851
533956632,1122
533956633,293
533956634,559
533956641,756
533956642,870
533956643,1410
533956644,1344
533956651,551
533956652,1225
533956653,428
533956654,603
533956661,1189
533956662,512
533956663,656
533956664,216
533956671,213
533956672,413
533956673,1351
533956674,1725
533956681,116
533956682,645
533956683,606
533956684,169
533956691,597
533956692,366
533956693,612
533956694,443
533956701,1319
533956702,1288
533956703,1142
533956704,757
533956711,1061
533956712,721
533956713,934
533956714,421
533956721,363
533956722,458
533956723,503
533956724,590
533956731,746
533956732,938
533956733,686
533956734,934
533956741,1126
533956742,524
533956743,1324
533956744,621
533956751,424
533956752,319
533956753,841
533956754,689
533956761,872
533956762,435
533956763,517
533956764,476
533956771,782
533956772,1498
533956773,707
533956774,1232
533956781,241
533956782,389
533956783,1385
533956784,330
533956791,155
533956792,291
533956793,173
533956794,164
533956801,956
533956802,1189
533956803,1561
533956804,2084
533956811,1187
533956812,638
533956813,436
533956814,743
533956821,492
533956822,534
533956823,417
533956824,1031
533956831,668
533956832,265
533956833,570
533956834,138
533956841,585
533956842,541
533956843,562
533956844,387
533956851,899
533956852,634
533956853,523
533956854,620
533956861,898
533956862,784
533956863,451
533956864,774
533956871,1157
533956872,2241
533956873,1191
533956874,700
533956881,1743
533956882,379
533956883,330
533956884,152
533956891,26
533956892,154
533956893,122
533956894,334
533956901,469
533956902,542
533956903,331
533956904,419
533956911,511
533956912,844
533956913,192
533956914,689
533956921,794
533956922,855
533956923,489
533956924,400
533956931,641
533956932,704
533956933,447
533956934,643
533956941,6001
533956942,1741
533956943,2234
533956944,1366
533956951,513
533956952,1117
533956953,1413
533956954,947
533956961,220
533956962,933
533956963,758
533956964,1327
533956971,372
533956972,145
533956973,264
533956974,151
533956981,481
533956982,324
533956983,366
533956984,1972
533956991,268
533956992,979
533956993,365
533956994,1168
533957001,1024
533957002,140
533957003,1232
533957004,2
533957011,7
533957012,74
533957013,22
533957014,462
533957021,240
533957022,267
533957023,846
533957024,105
533957031,164
533957032,82
533957033,187
533957034,150
533957041,199
533957042,1194
533957043,102
533957044,398
533957051,246
533957053,620
533957101,311
533957102,3
533957103,20
533957104,120
533957111,6
533957112,303
533957114,250
533957121,135
533957122,88
533957123,156
533957124,462
533957131,297
533957132,268
533957133,609
533957134,412
533957141,129
533957142,391
533957143,618
533957144,475
533957151,157
533957153,345
533957201,315
533957202,91
533957203,698
533957204,110
533957211,79
533957212,253
533957213,320
533957214,282
533957221,573
533957222,756
533957223,566
533957224,591
533957231,76
533957232,327
533957233,424
533957234,359
533957241,251
533957242,213
533957243,280
533957244,214
533957251,824
533957253,732
533957301,539
533957302,568
533957303,138
533957304,285
533957311,39
533957312,151
533957313,31
533957314,2906
533957321,430
533957322,422
533957323,1472
533957324,362
533957331,869
533957332,1372
533957333,1278
533957334,1443
533957341,152
533957342,417
533957343,1081
533957344,264
533957351,175
533957353,361
533957401,545
533957402,913
533957403,724
533957404,458
533957411,66
533957412,5824
533957413,269
533957414,562
533957421,7294
533957422,294
533957423,3074
533957424,852
533957431,222
533957432,1114
533957433,908
533957434,684
533957441,1015
533957442,310
533957443,1044
533957444,726
533957451,635
533957453,2762
533957501,232
533957502,429
533957503,1227
533957504,425
533957511,24
533957512,316
533957513,40
533957514,259
533957521,1984
533957522,528
533957523,1314
533957524,1649
533957531,344
533957532,477
533957533,604
533957534,486
533957541,145
533957542,288
533957543,209
533957544,26
533957551,1513
533957553,186
533957601,576
533957602,527
533957603,331
533957604,103
533957611,29
533957612,201
533957613,46
533957614,397
533957621,258
533957622,2285
533957623,351
533957624,607
533957631,624
533957632,86
533957633,519
533957634,241
533957641,481
533957642,1505
533957643,225
533957644,65
533957651,76
533957653,160
533957701,587
533957702,697
533957703,685
533957704,1168
533957711,94
533957712,1435
533957713,4
533957714,412
533957721,250
533957722,447
533957723,428
533957724,844
533957731,1712
533957732,817
533957733,924
533957734,399
533957741,199
533957742,282
533957743,504
533957744,268
533957751,403
533957753,247
533957801,478
533957802,372
533957803,2150
533957804,707
533957812,284
533957813,7
533957814,146
533957821,47
533957822,315
533957823,175
533957824,225
533957831,310
533957832,474
533957833,1568
533957834,888
533957841,731
533957842,2294
533957843,246
533957844,526
533957851,253
533957853,247
533957901,997
533957902,130
533957903,1405
533957904,93
533957911,8
533957912,109
533957913,31
533957914,1102
533957921,131
533957922,640
533957923,152
533957924,241
533957931,2992
533957932,4343
533957933,398
533957934,462
533957941,266
533957942,591
533957943,454
533957944,1591
533957951,137
533957953,266
533964032,688
533964041,791
533964042,234
533964052,186
533964061,445
533964062,293
533964071,305
533964072,492
533964081,116
533964092,77
533965001,704
533965002,661
533965011,532
533965012,934
533965021,683
533965022,729
533965031,860
533965032,820
533965041,243
533965042,247
533965051,348
533965052,965
533965061,1216
533965062,3183
533965071,708
533965072,958
533965081,554
533965082,501
533965091,576
533965092,343
533966001,458
533966002,210
533966011,101
533966012,242
533966021,650
533966022,571
533966031,1115
533966032,1236
533966041,801
533966042,886
533966051,1296
533966052,787
533966061,357
533966062,1110
533966071,231
533966072,158
533966081,340
533966082,286
533966091,115
533966092,127
533967001,365
533967002,220
533967011,20
533967012,572
533967021,833
533967022,876
533967031,429
533967032,549
533967041,407
533967042,272
533967051,127
